gene,Gname,Gnomon,Scaffold,Begin,End,Or,KOG_JGI
GENE:JGI_V11_309217,PASA_GEN_9100037,NCBI_GNO_338614,scaffold_91,268895,271456,+,KOG1238
GENE:JGI_V11_309219,PASA_GEN_9100039,NCBI_GNO_342614,scaffold_91,284110,288442,+,KOG0203
GENE:JGI_V11_309221,PASA_GEN_9100042,NCBI_GNO_408613,scaffold_91,344927,346041,-,0
GENE:JGI_V11_309222,PASA_GEN_9100043,NCBI_GNO_376614,scaffold_91,347074,348110,-,0
GENE:JGI_V11_309224,PASA_GEN_9100046,NCBI_GNO_386614,scaffold_91,360227,365368,+,KOG0348
GENE:JGI_V11_309226,PASA_GEN_9100049,NCBI_GNO_404614,scaffold_91,461740,467354,-,KOG0161
GENE:JGI_V11_309229,PASA_GEN_9200001,NCBI_GNO_434614,scaffold_92,17259,17983,-,0
GENE:JGI_V11_309233,PASA_GEN_9200006,NCBI_GNO_434614,scaffold_92,18548,23782,-,KOG0388
GENE:JGI_V11_309236,PASA_GEN_9200009,NCBI_GNO_510614,scaffold_92,276435,285397,-,KOG3865
GENE:JGI_V11_309238,PASA_GEN_9200012,NCBI_GNO_552614,scaffold_92,439061,442432,-,KOG0200
GENE:JGI_V11_309240,PASA_GEN_92300001,0,scaffold_923,11653,13178,-,0
GENE:JGI_V11_309243,PASA_GEN_9300001,NCBI_GNO_22623,scaffold_93,147532,148316,+,0
GENE:JGI_V11_309244,PASA_GEN_9300002,NCBI_GNO_36623,scaffold_93,148504,149343,-,KOG0118
GENE:JGI_V11_309247,PASA_GEN_9300005,NCBI_GNO_74623,scaffold_93,209274,210240,-,KOG4173
GENE:JGI_V11_309248,PASA_GEN_9300006,NCBI_GNO_106623,scaffold_93,305504,307189,-,KOG1944
GENE:JGI_V11_309254,PASA_GEN_9300013,NCBI_GNO_30624,scaffold_93,156467,159046,-,KOG0157
GENE:JGI_V11_309267,PASA_GEN_9400010,NCBI_GNO_282623,scaffold_94,356526,358292,+,KOG1607
GENE:JGI_V11_309272,PASA_GEN_9400014,NCBI_GNO_276624,scaffold_94,415885,419965,-,KOG1287
GENE:JGI_V11_309273,PASA_GEN_9400015,NCBI_GNO_280624,scaffold_94,428933,439166,+,KOG1215
GENE:JGI_V11_309275,PASA_GEN_9400017,NCBI_GNO_286624,scaffold_94,449510,451421,+,KOG1721
GENE:JGI_V11_309276,PASA_GEN_9400020,NCBI_GNO_290624,scaffold_94,461352,463822,+,KOG0543
GENE:JGI_V11_309277,PASA_GEN_9400021,NCBI_GNO_292624,scaffold_94,464298,466645,-,KOG0161
GENE:JGI_V11_309279,PASA_GEN_9400023,NCBI_GNO_150623,scaffold_94,167623,168806,+,0
GENE:JGI_V11_309281,PASA_GEN_9500003,NCBI_GNO_408623,scaffold_95,226965,230206,-,KOG1353
GENE:JGI_V11_309283,PASA_GEN_9500005,NCBI_GNO_428623,scaffold_95,265673,268563,+,0
GENE:JGI_V11_309284,PASA_GEN_9500006,NCBI_GNO_434623,scaffold_95,349243,350246,+,KOG4297
GENE:JGI_V11_309285,PASA_GEN_9500007,NCBI_GNO_440623,scaffold_95,355144,356608,+,0
GENE:JGI_V11_309287,PASA_GEN_9500009,NCBI_GNO_454623,scaffold_95,450377,452967,+,KOG4812
GENE:JGI_V11_309288,PASA_GEN_9500011,NCBI_GNO_390623,scaffold_95,192147,195351,-,0
GENE:JGI_V11_309290,PASA_GEN_9500013,NCBI_GNO_370624,scaffold_95,219751,223513,-,KOG1226
GENE:JGI_V11_309293,PASA_GEN_9500016,NCBI_GNO_408624,scaffold_95,347070,348255,-,0
GENE:JGI_V11_309296,PASA_GEN_95500001,NCBI_GNO_99194,scaffold_955,5583,7578,+,KOG2843
GENE:JGI_V11_309299,PASA_GEN_9600001,NCBI_GNO_40633,scaffold_96,106403,107653,-,0
GENE:JGI_V11_309301,PASA_GEN_9600003,0,scaffold_96,194447,194975,-,0
GENE:JGI_V11_309303,PASA_GEN_9600005,0,scaffold_96,207104,207612,+,0
GENE:JGI_V11_309304,PASA_GEN_9600006,0,scaffold_96,216606,217121,-,0
GENE:JGI_V11_309307,PASA_GEN_9600009,NCBI_GNO_40634,scaffold_96,86874,88688,+,KOG3789
GENE:JGI_V11_309308,PASA_GEN_9600010,NCBI_GNO_20633,scaffold_96,102744,104926,-,KOG0295
GENE:JGI_V11_309314,PASA_GEN_9600016,NCBI_GNO_94634,scaffold_96,234830,235719,-,0
GENE:JGI_V11_309315,PASA_GEN_9600017,NCBI_GNO_96634,scaffold_96,236734,239329,-,0
GENE:JGI_V11_309316,PASA_GEN_9600018,NCBI_GNO_100634,scaffold_96,250879,252979,+,0
GENE:JGI_V11_309327,PASA_GEN_9700009,NCBI_GNO_194633,scaffold_97,29560,30468,-,KOG3315
GENE:JGI_V11_309328,PASA_GEN_9700010,NCBI_GNO_254634,scaffold_97,30637,31524,+,KOG3059
GENE:JGI_V11_309332,PASA_GEN_9700017,NCBI_GNO_246633,scaffold_97,61627,63736,-,KOG0417
GENE:JGI_V11_309335,PASA_GEN_9700024,NCBI_GNO_230633,scaffold_97,70192,70938,+,KOG3047
GENE:JGI_V11_309336,PASA_GEN_9700025,NCBI_GNO_270633,scaffold_97,90108,91131,-,KOG4067
GENE:JGI_V11_309337,PASA_GEN_9700026,NCBI_GNO_272633,scaffold_97,92472,95874,+,0
GENE:JGI_V11_309339,PASA_GEN_9700028,0,scaffold_97,156034,157285,+,0
GENE:JGI_V11_309340,PASA_GEN_9700029,NCBI_GNO_308633,scaffold_97,174583,175978,+,KOG0206
GENE:JGI_V11_309342,PASA_GEN_9700031,NCBI_GNO_288634,scaffold_97,177318,180012,-,KOG1462
GENE:JGI_V11_309343,PASA_GEN_9700032,NCBI_GNO_312633,scaffold_97,180869,181528,-,0
GENE:JGI_V11_309345,PASA_GEN_9700034,0,scaffold_97,270904,271416,+,0
GENE:JGI_V11_309347,PASA_GEN_9700036,NCBI_GNO_418633,scaffold_97,298446,299538,-,KOG3475
GENE:JGI_V11_309358,PASA_GEN_9700047,NCBI_GNO_514633,scaffold_97,408158,409184,-,0
GENE:JGI_V11_309362,PASA_GEN_9700053,NCBI_GNO_522633,scaffold_97,419276,420592,+,KOG1611
GENE:JGI_V11_309366,PASA_GEN_9700057,NCBI_GNO_540633,scaffold_97,423270,425266,-,0
GENE:JGI_V11_309367,PASA_GEN_9700058,NCBI_GNO_560633,scaffold_97,431313,432912,-,KOG0027
GENE:JGI_V11_309369,PASA_GEN_9700061,NCBI_GNO_248634,scaffold_97,17972,20592,+,KOG0166
GENE:JGI_V11_309370,PASA_GEN_9700062,NCBI_GNO_256634,scaffold_97,33213,41437,-,KOG1833
GENE:JGI_V11_309371,PASA_GEN_9700063,NCBI_GNO_264634,scaffold_97,67321,69887,-,KOG0604
GENE:JGI_V11_309373,PASA_GEN_9700065,NCBI_GNO_224633,scaffold_97,72411,73687,+,KOG1636
GENE:JGI_V11_309374,PASA_GEN_9700066,NCBI_GNO_268634,scaffold_97,74949,84834,-,KOG4271
GENE:JGI_V11_309375,PASA_GEN_9700067,NCBI_GNO_272634,scaffold_97,88111,90060,+,KOG4191
GENE:JGI_V11_309378,PASA_GEN_9700072,NCBI_GNO_292634,scaffold_97,182028,183610,-,KOG3544
GENE:JGI_V11_309380,PASA_GEN_9700076,NCBI_GNO_294634,scaffold_97,226972,241069,+,KOG0694
GENE:JGI_V11_309382,PASA_GEN_9700078,NCBI_GNO_296634,scaffold_97,244047,245778,+,KOG3063
GENE:JGI_V11_309383,PASA_GEN_9700079,NCBI_GNO_302634,scaffold_97,256695,259968,-,KOG0575
GENE:JGI_V11_309385,PASA_GEN_9700082,NCBI_GNO_308634,scaffold_97,276232,278320,-,KOG1618
GENE:JGI_V11_309386,PASA_GEN_9700083,NCBI_GNO_310634,scaffold_97,284640,290740,+,KOG3513
GENE:JGI_V11_309387,PASA_GEN_9700084,NCBI_GNO_312634,scaffold_97,293521,298371,+,KOG1931
GENE:JGI_V11_309388,PASA_GEN_9700086,NCBI_GNO_322634,scaffold_97,316859,321876,+,KOG1801
GENE:JGI_V11_309391,PASA_GEN_9700089,NCBI_GNO_456633,scaffold_97,329055,330938,-,KOG0071
GENE:JGI_V11_309393,PASA_GEN_9700092,NCBI_GNO_338634,scaffold_97,357471,360433,-,KOG0882
GENE:JGI_V11_309394,PASA_GEN_9700096,NCBI_GNO_346634,scaffold_97,373653,375943,+,KOG2366
GENE:JGI_V11_309396,PASA_GEN_9700099,NCBI_GNO_352634,scaffold_97,399308,404088,-,KOG1216
GENE:JGI_V11_309401,PASA_GEN_9800001,NCBI_GNO_394634,scaffold_98,12279,12636,+,0
GENE:JGI_V11_309402,PASA_GEN_9800002,NCBI_GNO_594633,scaffold_98,70575,71308,-,0
GENE:JGI_V11_309403,PASA_GEN_9800003,NCBI_GNO_418634,scaffold_98,78531,80074,+,KOG0946
GENE:JGI_V11_309405,PASA_GEN_9800005,NCBI_GNO_620633,scaffold_98,269009,270574,-,KOG1631
GENE:JGI_V11_309406,PASA_GEN_9800006,NCBI_GNO_628633,scaffold_98,271630,272690,+,KOG4185
GENE:JGI_V11_309407,PASA_GEN_9800007,NCBI_GNO_674633,scaffold_98,455402,456614,-,0
GENE:JGI_V11_309408,PASA_GEN_9800008,NCBI_GNO_692633,scaffold_98,491231,493718,+,0
GENE:JGI_V11_309409,PASA_GEN_9800009,NCBI_GNO_696633,scaffold_98,503185,504182,-,0
GENE:JGI_V11_309412,PASA_GEN_9800013,NCBI_GNO_606633,scaffold_98,84907,87305,-,KOG4356
GENE:JGI_V11_309414,PASA_GEN_9800015,NCBI_GNO_464634,scaffold_98,282427,283428,+,0
GENE:JGI_V11_309423,PASA_GEN_98700001,NCBI_GNO_109193,scaffold_987,7709,8807,-,0
GENE:JGI_V11_309429,PASA_GEN_9900011,NCBI_GNO_132643,scaffold_99,164493,165449,+,KOG3369
GENE:JGI_V11_309431,PASA_GEN_9900013,NCBI_GNO_110644,scaffold_99,173545,173964,+,0
GENE:JGI_V11_309434,PASA_GEN_9900016,NCBI_GNO_114644,scaffold_99,180339,182668,+,KOG2366
GENE:JGI_V11_309437,PASA_GEN_9900020,NCBI_GNO_124644,scaffold_99,197534,201258,+,0
GENE:JGI_V11_309438,PASA_GEN_9900021,NCBI_GNO_192643,scaffold_99,205080,205966,-,0
GENE:JGI_V11_309440,PASA_GEN_9900024,NCBI_GNO_188643,scaffold_99,207621,208841,-,KOG1534
GENE:JGI_V11_309441,PASA_GEN_9900025,NCBI_GNO_222643,scaffold_99,247381,248903,+,KOG0381
GENE:JGI_V11_309445,PASA_GEN_9900031,NCBI_GNO_266643,scaffold_99,358355,359023,-,KOG1657
GENE:JGI_V11_309451,PASA_GEN_9900042,NCBI_GNO_324643,scaffold_99,474057,474910,+,KOG4709
GENE:JGI_V11_309455,PASA_GEN_9900049,NCBI_GNO_72644,scaffold_99,79594,85114,-,KOG4625
GENE:JGI_V11_309463,PASA_GEN_9900058,NCBI_GNO_136644,scaffold_99,224483,231231,-,KOG1887
GENE:JGI_V11_309468,PASA_GEN_9900063,NCBI_GNO_166644,scaffold_99,371974,375174,+,KOG1307
GENE:JGI_V11_309469,PASA_GEN_9900066,NCBI_GNO_68644,scaffold_99,61298,77309,-,KOG0939
GENE:JGI_V11_309471,PASA_GEN_99600001,NCBI_GNO_249194,scaffold_996,5461,7562,+,KOG0156
GENE:JGI_V11_309475,NCBI_GNO_0100004,NCBI_GNO_318014,scaffold_1,124086,126671,+,KOG2532
GENE:JGI_V11_309476,NCBI_GNO_0100005,NCBI_GNO_320014,scaffold_1,127253,129661,+,KOG2532
GENE:JGI_V11_309480,NCBI_GNO_0100009,NCBI_GNO_328014,scaffold_1,160810,161293,-,0
GENE:JGI_V11_309491,NCBI_GNO_0100020,NCBI_GNO_344014,scaffold_1,221100,221487,+,0
GENE:JGI_V11_309494,NCBI_GNO_0100023,NCBI_GNO_350014,scaffold_1,228935,229810,+,0
GENE:JGI_V11_309508,NCBI_GNO_0100037,NCBI_GNO_374014,scaffold_1,324884,328082,-,KOG1086
GENE:JGI_V11_309510,NCBI_GNO_0100039,NCBI_GNO_378014,scaffold_1,335888,340650,+,KOG1060
GENE:JGI_V11_309524,NCBI_GNO_0100053,NCBI_GNO_392014,scaffold_1,421246,423358,-,KOG4644
GENE:JGI_V11_309527,NCBI_GNO_0100056,NCBI_GNO_248013,scaffold_1,438471,439360,+,0
GENE:JGI_V11_309533,NCBI_GNO_0100062,NCBI_GNO_274013,scaffold_1,517739,521781,+,KOG4087
GENE:JGI_V11_309534,NCBI_GNO_0100063,NCBI_GNO_406014,scaffold_1,546947,548485,+,KOG1930
GENE:JGI_V11_309535,NCBI_GNO_0100064,NCBI_GNO_408014,scaffold_1,549480,554019,-,KOG2514
GENE:JGI_V11_309541,NCBI_GNO_0100070,NCBI_GNO_416014,scaffold_1,573260,578808,+,KOG0395
GENE:JGI_V11_309557,NCBI_GNO_0100086,NCBI_GNO_440014,scaffold_1,636792,637341,+,KOG2501
GENE:JGI_V11_309592,NCBI_GNO_0100121,NCBI_GNO_498014,scaffold_1,932331,934034,+,KOG1387
GENE:JGI_V11_309603,NCBI_GNO_0100132,NCBI_GNO_508014,scaffold_1,986326,988984,+,KOG1543
GENE:JGI_V11_309622,NCBI_GNO_0100151,NCBI_GNO_530014,scaffold_1,1259645,1261322,+,KOG2651
GENE:JGI_V11_309623,NCBI_GNO_0100152,NCBI_GNO_532014,scaffold_1,1261255,1266471,-,KOG4553
GENE:JGI_V11_309625,NCBI_GNO_0100154,NCBI_GNO_536014,scaffold_1,1272191,1273509,+,0
GENE:JGI_V11_309629,NCBI_GNO_0100158,NCBI_GNO_544014,scaffold_1,1353367,1357211,+,KOG1052
GENE:JGI_V11_309638,NCBI_GNO_0100167,NCBI_GNO_558014,scaffold_1,1409710,1410594,+,KOG1520
GENE:JGI_V11_309643,NCBI_GNO_0100172,NCBI_GNO_566014,scaffold_1,1437224,1440407,-,KOG1437
GENE:JGI_V11_309644,NCBI_GNO_0100173,NCBI_GNO_568014,scaffold_1,1441847,1444767,-,KOG1437
GENE:JGI_V11_309652,NCBI_GNO_0100181,NCBI_GNO_826013,scaffold_1,1496206,1498706,+,KOG1424
GENE:JGI_V11_309661,NCBI_GNO_0100190,NCBI_GNO_598014,scaffold_1,1544842,1549207,-,KOG1052
GENE:JGI_V11_309663,NCBI_GNO_0100192,NCBI_GNO_600014,scaffold_1,1553459,1553742,+,0
GENE:JGI_V11_309664,NCBI_GNO_0100193,NCBI_GNO_602014,scaffold_1,1554132,1556058,+,KOG3538
GENE:JGI_V11_309672,NCBI_GNO_0100201,NCBI_GNO_616014,scaffold_1,1614264,1616816,+,KOG4187
GENE:JGI_V11_309679,NCBI_GNO_0100208,NCBI_GNO_628014,scaffold_1,1645844,1646504,-,KOG1294
GENE:JGI_V11_309681,NCBI_GNO_0100210,NCBI_GNO_632014,scaffold_1,1652388,1656457,+,KOG1046
GENE:JGI_V11_309695,NCBI_GNO_0100224,NCBI_GNO_658014,scaffold_1,1762932,1763225,-,0
GENE:JGI_V11_309701,NCBI_GNO_0100230,NCBI_GNO_670014,scaffold_1,1772727,1775494,-,KOG3641
GENE:JGI_V11_309707,NCBI_GNO_0100236,NCBI_GNO_680014,scaffold_1,1836915,1840477,+,KOG2409
GENE:JGI_V11_309719,NCBI_GNO_0100248,NCBI_GNO_698014,scaffold_1,1878593,1880733,-,KOG2667
GENE:JGI_V11_309722,NCBI_GNO_0100251,NCBI_GNO_704014,scaffold_1,1913515,1916550,+,KOG0801
GENE:JGI_V11_309723,NCBI_GNO_0100252,NCBI_GNO_706014,scaffold_1,1916597,1918919,-,KOG2377
GENE:JGI_V11_309730,NCBI_GNO_0100261,NCBI_GNO_1112013,scaffold_1,1932919,1936875,+,KOG3561
GENE:JGI_V11_309733,NCBI_GNO_0100264,NCBI_GNO_720014,scaffold_1,1942104,1943550,-,KOG4306
GENE:JGI_V11_309734,NCBI_GNO_0100265,NCBI_GNO_722014,scaffold_1,1946453,1947010,-,0
GENE:JGI_V11_309736,NCBI_GNO_0100267,NCBI_GNO_726014,scaffold_1,1953233,1953709,+,0
GENE:JGI_V11_309740,NCBI_GNO_0100271,NCBI_GNO_734014,scaffold_1,1963021,1965996,+,KOG1043
GENE:JGI_V11_309746,NCBI_GNO_0100277,NCBI_GNO_1162013,scaffold_1,1985595,1988385,+,KOG1350
GENE:JGI_V11_309748,NCBI_GNO_0100279,NCBI_GNO_744014,scaffold_1,1999102,1999534,+,KOG3624
GENE:JGI_V11_309785,NCBI_GNO_0100316,NCBI_GNO_800014,scaffold_1,2257044,2259235,-,KOG3655
GENE:JGI_V11_309786,NCBI_GNO_0100317,NCBI_GNO_802014,scaffold_1,2261528,2267889,-,KOG1801
GENE:JGI_V11_309788,NCBI_GNO_0100319,NCBI_GNO_1340013,scaffold_1,2270541,2271218,-,KOG4618
GENE:JGI_V11_309800,NCBI_GNO_0100331,NCBI_GNO_820014,scaffold_1,2294948,2296258,+,0
GENE:JGI_V11_309801,NCBI_GNO_0100332,NCBI_GNO_822014,scaffold_1,2298582,2299908,+,0
GENE:JGI_V11_309806,NCBI_GNO_0100337,NCBI_GNO_830014,scaffold_1,2315139,2316159,-,0
GENE:JGI_V11_30981,gw1.291.11.1,NCBI_GNO_84984,scaffold_291,70533,71921,-,KOG1721
GENE:JGI_V11_309814,NCBI_GNO_0100345,NCBI_GNO_840014,scaffold_1,2332990,2333310,-,0
GENE:JGI_V11_309815,NCBI_GNO_0100346,NCBI_GNO_842014,scaffold_1,2333632,2339817,+,KOG2806
GENE:JGI_V11_309816,NCBI_GNO_0100347,NCBI_GNO_844014,scaffold_1,2339856,2343763,-,0
GENE:JGI_V11_309817,NCBI_GNO_0100348,NCBI_GNO_846014,scaffold_1,2349391,2353032,-,0
GENE:JGI_V11_309818,NCBI_GNO_0100349,NCBI_GNO_848014,scaffold_1,2353708,2357405,-,0
GENE:JGI_V11_309824,NCBI_GNO_0100355,NCBI_GNO_1462013,scaffold_1,2369522,2370926,+,KOG0314
GENE:JGI_V11_309825,NCBI_GNO_0100356,NCBI_GNO_854014,scaffold_1,2371115,2376821,+,KOG0314
GENE:JGI_V11_309832,NCBI_GNO_0100364,NCBI_GNO_866014,scaffold_1,2401692,2410922,-,KOG4228
GENE:JGI_V11_309841,NCBI_GNO_0100373,NCBI_GNO_876014,scaffold_1,2467941,2476733,-,KOG0161
GENE:JGI_V11_309842,NCBI_GNO_0100374,NCBI_GNO_878014,scaffold_1,2477667,2481594,-,KOG3510
GENE:JGI_V11_309846,NCBI_GNO_0100378,NCBI_GNO_882014,scaffold_1,2524338,2534241,+,KOG4257
GENE:JGI_V11_309848,NCBI_GNO_0100380,NCBI_GNO_886014,scaffold_1,2537695,2539923,-,KOG1245
GENE:JGI_V11_309850,NCBI_GNO_0100382,NCBI_GNO_890014,scaffold_1,2542620,2544486,+,0
GENE:JGI_V11_309852,NCBI_GNO_0100384,NCBI_GNO_894014,scaffold_1,2559929,2560546,+,0
GENE:JGI_V11_309857,NCBI_GNO_0100389,NCBI_GNO_902014,scaffold_1,2588709,2589488,-,0
GENE:JGI_V11_309859,NCBI_GNO_0100391,NCBI_GNO_906014,scaffold_1,2593944,2598279,+,KOG4257
GENE:JGI_V11_309863,NCBI_GNO_0100395,NCBI_GNO_914014,scaffold_1,2608782,2610893,-,KOG2718
GENE:JGI_V11_309869,NCBI_GNO_0100401,NCBI_GNO_924014,scaffold_1,2626838,2628025,-,KOG4443
GENE:JGI_V11_309875,NCBI_GNO_0100407,NCBI_GNO_932014,scaffold_1,2640413,2642973,+,KOG2499
GENE:JGI_V11_309882,NCBI_GNO_0100414,NCBI_GNO_940014,scaffold_1,2657289,2662187,+,KOG2084
GENE:JGI_V11_309890,NCBI_GNO_0100422,NCBI_GNO_1690013,scaffold_1,2761629,2763220,+,KOG1015
GENE:JGI_V11_309895,NCBI_GNO_0100427,NCBI_GNO_960014,scaffold_1,2777713,2783306,-,KOG4257
GENE:JGI_V11_309896,NCBI_GNO_0100428,NCBI_GNO_962014,scaffold_1,2786967,2787851,-,KOG4029
GENE:JGI_V11_309898,NCBI_GNO_0100430,NCBI_GNO_966014,scaffold_1,2791544,2793908,-,KOG4441
GENE:JGI_V11_309900,NCBI_GNO_0100432,NCBI_GNO_1742013,scaffold_1,2801948,2808931,+,KOG0395
GENE:JGI_V11_309902,NCBI_GNO_0100434,NCBI_GNO_968014,scaffold_1,2826722,2829926,+,KOG1437
GENE:JGI_V11_309918,NCBI_GNO_0100450,NCBI_GNO_996014,scaffold_1,2869715,2871179,+,KOG0810
GENE:JGI_V11_309921,NCBI_GNO_0100454,NCBI_GNO_1812013,scaffold_1,2877951,2879764,-,KOG1441
GENE:JGI_V11_309923,NCBI_GNO_0100456,NCBI_GNO_1000014,scaffold_1,2880471,2881035,-,KOG2242
GENE:JGI_V11_309932,NCBI_GNO_0100465,NCBI_GNO_1016014,scaffold_1,2923821,2926579,+,KOG1215
GENE:JGI_V11_309940,NCBI_GNO_0100473,NCBI_GNO_1026014,scaffold_1,2967623,2968802,-,KOG3528
GENE:JGI_V11_309941,NCBI_GNO_0100474,NCBI_GNO_1028014,scaffold_1,2969914,3040736,-,KOG0162
GENE:JGI_V11_309944,NCBI_GNO_0100477,NCBI_GNO_1034014,scaffold_1,3061442,3062977,+,0
GENE:JGI_V11_309949,NCBI_GNO_0100482,NCBI_GNO_1934013,scaffold_1,3088862,3090866,+,KOG4517
GENE:JGI_V11_309950,NCBI_GNO_0100483,NCBI_GNO_1940013,scaffold_1,3091303,3092155,+,KOG4517
GENE:JGI_V11_309953,NCBI_GNO_0100486,NCBI_GNO_1046014,scaffold_1,3098356,3100509,-,0
GENE:JGI_V11_309961,NCBI_GNO_0100494,NCBI_GNO_1054014,scaffold_1,3123085,3124190,+,0
GENE:JGI_V11_309966,NCBI_GNO_0100499,NCBI_GNO_1062014,scaffold_1,3200797,3203432,+,KOG4643
GENE:JGI_V11_309973,NCBI_GNO_0100506,NCBI_GNO_1072014,scaffold_1,3216796,3221631,+,KOG3681
GENE:JGI_V11_309984,NCBI_GNO_0100517,NCBI_GNO_1084014,scaffold_1,3263967,3268241,-,KOG1878
GENE:JGI_V11_309990,NCBI_GNO_0100523,NCBI_GNO_1092014,scaffold_1,3295882,3296352,+,0
GENE:JGI_V11_310000,NCBI_GNO_0100533,NCBI_GNO_2210013,scaffold_1,3753151,3754164,+,KOG3384
GENE:JGI_V11_310020,NCBI_GNO_0100553,NCBI_GNO_1128014,scaffold_1,3875518,3877335,-,KOG1036
GENE:JGI_V11_310027,NCBI_GNO_0100560,NCBI_GNO_2318013,scaffold_1,3901902,3904331,-,0
GENE:JGI_V11_310030,NCBI_GNO_0100563,NCBI_GNO_1136014,scaffold_1,3908285,3911044,+,KOG2155
GENE:JGI_V11_310045,NCBI_GNO_0100578,NCBI_GNO_1154014,scaffold_1,4037793,4038311,-,0
GENE:JGI_V11_310046,NCBI_GNO_0100579,NCBI_GNO_1156014,scaffold_1,4041749,4042885,+,0
GENE:JGI_V11_310058,NCBI_GNO_0100591,NCBI_GNO_1178014,scaffold_1,4166302,4167631,-,0
GENE:JGI_V11_310068,NCBI_GNO_0100601,NCBI_GNO_1192014,scaffold_1,4191835,4192296,-,KOG4517
GENE:JGI_V11_310073,NCBI_GNO_0200005,NCBI_GNO_268024,scaffold_2,15376,23668,-,KOG0059
GENE:JGI_V11_310075,NCBI_GNO_0200007,NCBI_GNO_272024,scaffold_2,27018,28256,-,KOG0235
GENE:JGI_V11_310076,NCBI_GNO_0200008,NCBI_GNO_274024,scaffold_2,29231,31902,+,KOG2399
GENE:JGI_V11_310083,NCBI_GNO_0200015,NCBI_GNO_34023,scaffold_2,63682,75364,-,KOG0255
GENE:JGI_V11_310087,NCBI_GNO_0200019,NCBI_GNO_58023,scaffold_2,86228,86966,-,0
GENE:JGI_V11_310092,NCBI_GNO_0200024,NCBI_GNO_298024,scaffold_2,96542,97217,+,KOG3649
GENE:JGI_V11_310096,NCBI_GNO_0200028,NCBI_GNO_304024,scaffold_2,105806,107843,+,0
GENE:JGI_V11_310097,NCBI_GNO_0200029,NCBI_GNO_306024,scaffold_2,107856,108192,-,0
GENE:JGI_V11_310098,NCBI_GNO_0200030,NCBI_GNO_308024,scaffold_2,108314,111178,+,0
GENE:JGI_V11_310101,NCBI_GNO_0200033,NCBI_GNO_314024,scaffold_2,134463,135362,+,0
GENE:JGI_V11_310102,NCBI_GNO_0200034,NCBI_GNO_316024,scaffold_2,135529,136350,+,KOG4597
GENE:JGI_V11_310104,NCBI_GNO_0200036,NCBI_GNO_320024,scaffold_2,158114,159859,-,0
GENE:JGI_V11_310106,NCBI_GNO_0200038,NCBI_GNO_324024,scaffold_2,171273,172489,-,0
GENE:JGI_V11_310110,NCBI_GNO_0200042,NCBI_GNO_88023,scaffold_2,188298,189216,-,0
GENE:JGI_V11_310111,NCBI_GNO_0200043,NCBI_GNO_334024,scaffold_2,190142,191155,-,0
GENE:JGI_V11_310112,NCBI_GNO_0200044,NCBI_GNO_336024,scaffold_2,191620,193592,-,KOG2806
GENE:JGI_V11_310126,NCBI_GNO_0200058,NCBI_GNO_358024,scaffold_2,272265,273972,-,0
GENE:JGI_V11_310129,NCBI_GNO_0200061,NCBI_GNO_362024,scaffold_2,338110,339552,-,KOG4443
GENE:JGI_V11_310130,NCBI_GNO_0200062,NCBI_GNO_178023,scaffold_2,343049,344082,+,0
GENE:JGI_V11_310133,NCBI_GNO_0200065,NCBI_GNO_370024,scaffold_2,372096,374025,-,KOG4243
GENE:JGI_V11_310134,NCBI_GNO_0200066,NCBI_GNO_372024,scaffold_2,375011,379134,-,KOG2073
GENE:JGI_V11_310135,NCBI_GNO_0200067,NCBI_GNO_374024,scaffold_2,380600,383188,+,KOG2031
GENE:JGI_V11_310142,NCBI_GNO_0200074,NCBI_GNO_380024,scaffold_2,399458,400565,+,0
GENE:JGI_V11_310151,NCBI_GNO_0200083,NCBI_GNO_392024,scaffold_2,443897,444193,+,0
GENE:JGI_V11_310152,NCBI_GNO_0200084,NCBI_GNO_266023,scaffold_2,444340,445437,-,0
GENE:JGI_V11_310153,NCBI_GNO_0200085,NCBI_GNO_394024,scaffold_2,452266,458010,-,0
GENE:JGI_V11_310160,NCBI_GNO_0200092,NCBI_GNO_406024,scaffold_2,516758,526631,-,KOG1028
GENE:JGI_V11_310169,NCBI_GNO_0200101,NCBI_GNO_418024,scaffold_2,590435,591300,-,0
GENE:JGI_V11_310174,NCBI_GNO_0200106,NCBI_GNO_372023,scaffold_2,612703,613479,-,KOG1767
GENE:JGI_V11_310179,NCBI_GNO_0200113,NCBI_GNO_434024,scaffold_2,626384,628798,-,0
GENE:JGI_V11_310184,NCBI_GNO_0200118,NCBI_GNO_444024,scaffold_2,651912,654065,-,KOG4294
GENE:JGI_V11_310202,NCBI_GNO_0200137,NCBI_GNO_472024,scaffold_2,725778,733953,+,KOG4596
GENE:JGI_V11_310209,NCBI_GNO_0200144,NCBI_GNO_482024,scaffold_2,786270,792093,-,KOG3841
GENE:JGI_V11_310213,NCBI_GNO_0200148,NCBI_GNO_520023,scaffold_2,806292,809357,-,KOG3098
GENE:JGI_V11_310221,NCBI_GNO_0200156,NCBI_GNO_494024,scaffold_2,831924,836192,-,KOG2532
GENE:JGI_V11_310234,NCBI_GNO_0200169,NCBI_GNO_616023,scaffold_2,891403,893223,+,0
GENE:JGI_V11_310235,NCBI_GNO_0200170,NCBI_GNO_514024,scaffold_2,894371,899613,-,KOG2806
GENE:JGI_V11_310236,NCBI_GNO_0200171,NCBI_GNO_626023,scaffold_2,907734,909620,-,0
