kog_sub_cat	kog_id	kog_id_desc
YU	KOG2271	Nuclearporecomplexcomponent(scNup85)
TZ	KOG2272	FocaladhesionproteinPINCH-1containsLIMdomains
U	KOG2273	MembranecoatcomplexRetromersubunitVSortingnandrelatedPXdomain-containingproteins
UY	KOG2274	Predictedimportin9
E	KOG2275	AminoacylaseACY1andrelatedmetalloexopeptidases
E	KOG2276	Metalloexopeptidases
D	KOG2277	S-McheckpointcontrolproteinCID1andrelatednucleotidyltransferases
J	KOG2278	RNA:NAD2'-phosphotransferaseTPT1
T	KOG2279	KinaseanchorproteinAKAP149containsKHandTudorRNA-bindingdomains
U	KOG2280	Vacuolarassembly/sortingproteinVPS16
O	KOG2281	Dipeptidylaminopeptidases/acylaminoacyl-peptidases
C	KOG2282	NADH-ubiquinoneoxidoreductaseNDUFS1/75kDasubunit
TR	KOG2283	ClathrincoatdissociationkinaseGAK/PTEN/Auxilinandrelatedtyrosinephosphatases
O	KOG2284	E3ubiquitinligaseCullin2component
O	KOG2285	E3ubiquitinligaseCullin1component
U	KOG2286	ExocystcomplexsubunitSEC6
G	KOG2287	Galactosyltransferases
G	KOG2288	Galactosyltransferases
T	KOG2289	Rhomboidfamilyproteins
T	KOG2290	Rhomboidfamilyproteins
O	KOG2291	Oligosaccharyltransferasealphasubunit(ribophorinI)
O	KOG2292	OligosaccharyltransferaseSTT3subunit
KT	KOG2293	Daxx-interactingproteinMSP58/p78containsFHAdomain
K	KOG2294	TranscriptionfactoroftheForkhead/HNF3family
R	KOG2295	C2H2Zn-fingerprotein
R	KOG2296	Integralmembraneprotein
J	KOG2297	PredictedtranslationfactorcontainsW2domain
J	KOG2298	Glycyl-tRNAsynthetaseandrelatedclassIItRNAsynthetase
L	KOG2299	RibonucleaseHI
S	KOG2300	Uncharacterizedconservedprotein
PT	KOG2301	Voltage-gatedCa2+channelsalpha1subunits
PT	KOG2302	T-typevoltage-gatedCa2+channelpore-formingalpha1Isubunit
HR	KOG2303	PredictedNADsynthasecontainsCNhydrolasedomain
I	KOG2304	3-hydroxyacyl-CoAdehydrogenase
I	KOG2305	3-hydroxyacyl-CoAdehydrogenase
S	KOG2306	Uncharacterizedconservedprotein
U	KOG2307	Lowdensitylipoproteinreceptor
IU	KOG2308	Phosphatidicacid-preferringphospholipaseA1containsDDHDdomain
J	KOG2309	60sribosomalproteinL2/L8
L	KOG2310	DNArepairexonucleaseMRE11
J	KOG2311	NAD/FAD-utilizingproteinpossiblyinvolvedintranslation
K	KOG2312	PredictedtranscriptionalregulatorcontainsARIDdomain
T	KOG2313	Stress-inducedproteinUVI31+
J	KOG2314	Translationinitiationfactor3subunitb(eIF-3b)
J	KOG2315	PredictedtranslationinitiationfactorrelatedtoeIF-3a
R	KOG2316	PredictedATPase(PP-loopsuperfamily)
J	KOG2317	PutativetranslationinitiationinhibitorUK114/IBM1
S	KOG2318	Uncharacterizedconservedprotein
U	KOG2319	Vacuolarassembly/sortingproteinVPS9
U	KOG2320	RASeffectorRIN1(containsVPSdomain)
R	KOG2321	WD40repeatprotein
T	KOG2322	N-methyl-D-aspartatereceptorglutamate-bindingsubunit
G	KOG2323	Pyruvatekinase
J	KOG2324	Prolyl-tRNAsynthetase
R	KOG2325	Predictedtransporter/transmembraneprotein
L	KOG2326	DNA-bindingsubunitofaDNA-dependentproteinkinase(Ku80autoantigen)
L	KOG2327	DNA-bindingsubunitofaDNA-dependentproteinkinase(Ku70autoantigen)
BD	KOG2328	ChromosomecondensationcomplexCondensinsubunitH
I	KOG2329	Alkalineceramidase
A	KOG2330	Splicingfactor3bsubunit2
R	KOG2331	Predictedglycosylhydrolase
P	KOG2332	Ferritin
R	KOG2333	Uncharacterizedconservedprotein
J	KOG2334	tRNA-dihydrouridinesynthase
J	KOG2335	tRNA-dihydrouridinesynthase
H	KOG2336	Molybdopterinbiosynthesis-relatedprotein
H	KOG2337	UbiquitinactivatingE1enzyme-likeprotein
K	KOG2338	TranscriptionaleffectorCCR4-relatedprotein
S	KOG2339	Uncharacterizedconservedprotein
S	KOG2340	Uncharacterizedconservedprotein
K	KOG2341	TATAboxbindingprotein(TBP)-associatedfactorRNApolymeraseII
S	KOG2342	Uncharacterizedconservedprotein
R	KOG2343	Glucose-repressibleproteinandrelatedproteins
U	KOG2344	Exocystcomponentproteinandrelatedproteins
KIT	KOG2345	Serine/threonineproteinkinase/TGF-betastimulatedfactor
S	KOG2346	Uncharacterizedconservedprotein
U	KOG2347	Sec5subunitofexocystcomplex
E	KOG2348	Ureatransporter
P	KOG2349	Na+:iodide/myo-inositol/multivitaminsymporters
R	KOG2350	Zn-fingerproteinjoinedtoJAZF1(predictedsuppressor)
K	KOG2351	RNApolymeraseIIfourthlargestsubunit
E	KOG2352	Predictedspermine/spermidinesynthase
PT	KOG2353	L-typevoltage-dependentCa2+channelalpha2/deltasubunit
K	KOG2354	RNAPolymeraseC(III)37kDasubunit
RK	KOG2355	PredictedABC-typetransportATPasecomponent/CCR4associatedfactor
KT	KOG2356	Transcriptionalactivatoradenine-specificDNAmethyltransferase
S	KOG2357	Uncharacterizedconservedprotein
O	KOG2358	NifU-likedomain-containingproteins
S	KOG2359	Uncharacterizedconservedprotein
D	KOG2360	Proliferation-associatednucleolarprotein(NOL1)
R	KOG2361	Predictedmethyltransferase
R	KOG2362	UncharacterizedFe-Sprotein
J	KOG2363	ProteinsubunitofnuclearribonucleaseP(RNaseP)
J	KOG2364	Predictedpseudouridylatesynthase
S	KOG2365	Uncharacterizedmembraneprotein
G	KOG2366	Alpha-D-galactosidase(melibiase)
E	KOG2367	Alpha-isopropylmalatesynthase/homocitratesynthase
CE	KOG2368	Hydroxymethylglutaryl-CoAlyase
I	KOG2369	Lecithin:cholesterolacyltransferase(LCAT)/Acyl-ceramidesynthase
T	KOG2370	Cactin
H	KOG2371	Molybdopterinbiosynthesisprotein
L	KOG2372	Oxidationresistanceprotein
L	KOG2373	PredictedmitochondrialDNAhelicasetwinkle
S	KOG2374	Uncharacterizedconservedprotein
A	KOG2375	Proteininteractingwithpoly(A)-bindingprotein
U	KOG2376	SignalrecognitionparticlesubunitSrp72
S	KOG2377	Uncharacterizedconservedprotein
T	KOG2378	cAMP-regulatedguaninenucleotideexchangefactor
L	KOG2379	EndonucleaseMUS81
E	KOG2380	Prephenatedehydrogenase(NADP+)
T	KOG2381	Phosphatidylinositol4-kinase
R	KOG2382	Predictedalpha/betahydrolase
R	KOG2383	PredictedATPase
R	KOG2384	MajorhistocompatibilitycomplexproteinBAT4containsG-patchandankyrindomains
S	KOG2385	Uncharacterizedconservedprotein
A	KOG2386	mRNAcappingenzymeguanylyltransferase(alpha)subunit
F	KOG2387	CTPsynthase(UTP-ammonialyase)
M	KOG2388	UDP-N-acetylglucosaminepyrophosphorylase
K	KOG2389	Predictedbromodomaintranscriptionfactor
S	KOG2390	Uncharacterizedconservedprotein
OU	KOG2391	Vacuolarsortingprotein/ubiquitinreceptorVPS23
V	KOG2392	Serpin
K	KOG2393	TranscriptioninitiationfactorIIFlargesubunit(RAP74)
R	KOG2394	WD40proteinDMR-N9
U	KOG2395	Proteininvolvedinvacuoleimportanddegradation
R	KOG2396	HAT(Half-A-TPR)repeat-containingprotein
T	KOG2397	ProteinkinaseCsubstrate80KDproheavychain
D	KOG2398	Predictedproline-serine-threoninephosphatase-interactingprotein(PSTPIP)
P	KOG2399	K+-dependentNa+:Ca2+antiporter
V	KOG2400	NuclearproteinZAP
L	KOG2401	PredictedMutS-relatedproteininvolvedinmismatchrepair
K	KOG2402	Paf1/RNApolymeraseIIcomplexRTF1component(involvedinregulationofTATAbox-bindingprotein)
C	KOG2403	Succinatedehydrogenaseflavoproteinsubunit
C	KOG2404	Fumaratereductaseflavoproteinsubunit
L	KOG2405	Predicted3'-5'exonuclease
K	KOG2406	MADSboxtranscriptionfactor
MO	KOG2407	GPItransamidasecomplexGPI16/PIGinvolvedinglycosylphosphatidylinositolanchorbiosynthesis
R	KOG2408	Peroxidase/oxygenase
J	KOG2409	KRR1-interactingproteininvolvedin40Sribosomebiogenesis
E	KOG2410	Gamma-glutamyltransferase
J	KOG2411	Aspartyl-tRNAsynthetasemitochondrial
A	KOG2412	Nuclear-export-signal(NES)-containingprotein/polyadenylated-RNAexportfactor
E	KOG2413	Xaa-Proaminopeptidase
E	KOG2414	PutativeXaa-Proaminopeptidase
C	KOG2415	Electrontransferflavoproteinubiquinoneoxidoreductase
B	KOG2416	Acinus(inducesapoptoticchromatincondensation)
T	KOG2417	PredictedG-proteincoupledreceptor
Z	KOG2418	Microtubule-associatedproteinTAU
I	KOG2419	Phosphatidylserinedecarboxylase
I	KOG2420	Phosphatidylserinedecarboxylase
R	KOG2421	Predictedstarch-bindingprotein
S	KOG2422	Uncharacterizedconservedprotein
R	KOG2423	NucleolarGTPase
K	KOG2424	Proteininvolvedintranscriptionstartsiteselection
R	KOG2425	Nuclearproteininvolvedincellmorphogenesisandcellsurfacegrowth
G	KOG2426	Dihydroxyacetonekinase/glyceronekinase
S	KOG2427	Uncharacterizedconservedprotein
S	KOG2428	Uncharacterizedconservedprotein
G	KOG2429	Glycosylhydrolasefamily47
G	KOG2430	Glycosylhydrolasefamily47
G	KOG2431	12-alpha-mannosidase
S	KOG2432	Uncharacterizedconservedprotein
S	KOG2433	Uncharacterizedconservedprotein
K	KOG2434	RNApolymeraseItranscriptionfactor
S	KOG2435	Uncharacterizedconservedprotein
E	KOG2436	Acetylglutamatekinase/acetylglutamatesynthase
T	KOG2437	Muskelin
J	KOG2438	Glutamyl-tRNAamidotransferasesubunitB
Y	KOG2439	Nucleararchitecturerelatedprotein
G	KOG2440	Pyrophosphate-dependentphosphofructo-1-kinase
AB	KOG2441	mRNAsplicingfactor/probablechromatinbindingsnwfamilynuclearprotein
R	KOG2442	UncharacterizedconservedproteincontainsPAdomain
S	KOG2443	Uncharacterizedconservedprotein
R	KOG2444	WD40repeatprotein
YU	KOG2445	Nuclearporecomplexcomponent(scSeh1)
G	KOG2446	Glucose-6-phosphateisomerase
O	KOG2447	Oligosaccharyltransferasedeltasubunit(ribophorinII)
E	KOG2448	Dihydroxy-aciddehydratase
EG	KOG2449	Methylmalonatesemialdehydedehydrogenase
C	KOG2450	Aldehydedehydrogenase
C	KOG2451	Aldehydedehydrogenase
F	KOG2452	Formyltetrahydrofolatedehydrogenase
C	KOG2453	Aldehydedehydrogenase
C	KOG2454	Betainealdehydedehydrogenase
E	KOG2455	Delta-1-pyrroline-5-carboxylatedehydrogenase
C	KOG2456	Aldehydedehydrogenase
L	KOG2457	A/G-specificadenineDNAglycosylase
R	KOG2458	EndoplasmicreticulumproteinEP58containsfilaminroddomainandKDELmotif
MO	KOG2459	GPItransamidasecomplexGPI17/PIGinvolvedinglycosylphosphatidylinositolanchorbiosynthesis
U	KOG2460	SignalrecognitionparticlesubunitSrp68
K	KOG2461	TranscriptionfactorBLIMP-1/PRDI-BF1containsC2H2-typeZn-fingerandSETdomains
K	KOG2462	C2H2-typeZn-fingerprotein
O	KOG2463	PredictedRNA-bindingproteinNob1pinvolvedin26Sproteasomeassembly
D	KOG2464	Serine/threoninekinase(haspinfamily)
S	KOG2465	Uncharacterizedconservedprotein
FH	KOG2466	Uridinepermease/thiaminetransporter/allantointransport
E	KOG2467	Glycine/serinehydroxymethyltransferase
I	KOG2468	Dolicholkinase
F	KOG2469	IMP-GMPspecific5'-nucleotidase
F	KOG2470	SimilartoIMP-GMPspecific5'-nucleotidase
R	KOG2471	TPRrepeat-containingprotein
J	KOG2472	Phenylalanyl-tRNAsynthetasebetasubunit
K	KOG2473	RNApolymeraseIIItranscriptionfactor(TF)IIICsubunit
P	KOG2474	ZinctransporterandrelatedZIPdomain-containingproteins
L	KOG2475	CDC45(celldivisioncycle45)-likeprotein
S	KOG2476	Uncharacterizedconservedprotein
S	KOG2477	Uncharacterizedconservedprotein
K	KOG2478	PutativeRNApolymeraseIIregulator
J	KOG2479	Translationinitiationfactor3subunitd(eIF-3d)
I	KOG2480	3-hydroxy-3-methylglutaryl-CoA(HMG-CoA)reductase
A	KOG2481	ProteinrequiredfornormalrRNAprocessing
K	KOG2482	PredictedC2H2-typeZn-fingerprotein
K	KOG2483	Upstreamtranscriptionfactor2/L-myc-2protein
R	KOG2484	GTPase
R	KOG2485	ConservedATP/GTPbindingprotein
R	KOG2486	PredictedGTPase
KL	KOG2487	RNApolymeraseIItranscriptioninitiation/nucleotisubunitTFB4
R	KOG2488	Acetyltransferase(GNAT)domain-containingprotein
R	KOG2489	Transmembraneprotein
S	KOG2490	Predictedmembraneprotein
Y	KOG2491	Nuclearmatrixprotein
T	KOG2492	CDK5activator-bindingprotein
P	KOG2493	Na+/Pisymporter
K	KOG2494	C3H1-typeZn-fingerprotein
C	KOG2495	NADH-dehydrogenase(ubiquinone)
DKL	KOG2496	Cdkactivatingkinase(CAK)/RNApolymeraseIItranscyclinHsubunit
R	KOG2497	Predictedmethyltransferase
T	KOG2498	IKcytokinedown-regulatorofHLAclassII
G	KOG2499	Beta-N-acetylhexosaminidase
S	KOG2500	Uncharacterizedconservedprotein
R	KOG2501	Thioredoxinnucleoredoxinandrelatedproteins
R	KOG2502	Tubfamilyproteins
R	KOG2503	TubbysuperfamilyproteinTULP4
G	KOG2504	Monocarboxylatetransporter
R	KOG2505	Ankyrinrepeatprotein
J	KOG2506	SpoUrRNAMethylasefamilyprotein
R	KOG2507	UbiquitinregulatoryproteinUBXD2containsUASandUBXdomains
I	KOG2508	Predictedphospholipase
J	KOG2509	Seryl-tRNAsynthetase
B	KOG2510	SWI-SNFchromatin-remodelingcomplexprotein
H	KOG2511	Nicotinicacidphosphoribosyltransferase
O	KOG2512	Beta-tubulinfoldingcofactorC
D	KOG2513	Proteinrequiredformeioticchromosomesegregation
S	KOG2514	Uncharacterizedconservedprotein
MU	KOG2515	Mannosyltransferase
MU	KOG2516	ProteininvolvedindolicholpathwayforN-glycosylation(mannosyltransferasefamily)
G	KOG2517	Ribulosekinaseandrelatedcarbohydratekinases
L	KOG2518	5'-3'exonuclease
L	KOG2519	5'-3'exonuclease
L	KOG2520	5'-3'exonuclease
S	KOG2521	Uncharacterizedconservedprotein
J	KOG2522	FilamentousbaseplateproteinLigatincontainsPUAdomain
J	KOG2523	PredictedRNA-bindingproteinwithPUAdomain
H	KOG2524	Cobyrinicacidac-diamidesynthase
H	KOG2525	Folylpolyglutamatesynthase
E	KOG2526	Predictedaminopeptidases-M20/M25/M40family
U	KOG2527	SortingnexinSNX11
U	KOG2528	SortingnexinSNX9/SH3PX1andrelatedproteins
J	KOG2529	Pseudouridinesynthase
Z	KOG2530	Membersoftubulin/FtsZfamily
G	KOG2531	Sugar(pentuloseandhexulose)kinases
G	KOG2532	Permeaseofthemajorfacilitatorsuperfamily
G	KOG2533	Permeaseofthemajorfacilitatorsuperfamily
L	KOG2534	DNApolymeraseIV(familyX)
BK	KOG2535	RNApolymeraseIIelongatorcomplexsubunitELP3/histoneacetyltransferase
C	KOG2536	MAM33mitochondrialmatrixglycoprotein
G	KOG2537	Phosphoglucomutase/phosphomannomutase
L	KOG2538	Originrecognitioncomplexsubunit3
J	KOG2539	Mitochondrial/chloroplastribosomesmallsubunitcomponent
O	KOG2540	CytochromeoxidaseassemblyfactorCOX11
IO	KOG2541	Palmitoylproteinthioesterase
S	KOG2542	Uncharacterizedconservedprotein(YdiUfamily)
L	KOG2543	Originrecognitioncomplexsubunit5
H	KOG2544	Dihydropteroatesynthase/78-dihydro-6-hydroxymethylpterin-pyrophosphokinase/Dihydroneopterinaldolase
S	KOG2545	Conservedmembraneprotein
TZ	KOG2546	AblinteractorABI-1containsSH3domain
IM	KOG2547	Ceramideglucosyltransferase
A	KOG2548	SWAPmRNAsplicingregulator
K	KOG2549	TranscriptioninitiationfactorTFIIDsubunitTAF6(alsocomponentofhistoneacetyltransferaseSAGA)
F	KOG2550	IMPdehydrogenase/GMPreductase
E	KOG2551	Phospholipase/carboxyhydrolase
R	KOG2552	Majorfacilitatorsuperfamilypermease-Cdc91p
J	KOG2553	Pseudouridylatesynthase
J	KOG2554	Pseudouridylatesynthase
F	KOG2555	AICARtransformylase/IMPcyclohydrolase/methylglyoxalsynthase
MV	KOG2556	Leishmanolysin-likepeptidase(PeptidaseM8family)
S	KOG2557	UncharacterizedconservedproteincontainsTLDcdomain
K	KOG2558	Negativeregulatorofhistones
J	KOG2559	Predictedpseudouridinesynthase
A	KOG2560	RNAsplicingfactor-Slu7p
OT	KOG2561	AdaptorproteinNUB1containsUBAdomain
A	KOG2562	Proteinphosphatase2regulatorysubunit
R	KOG2563	Permeaseofthemajorfacilitatorsuperfamily
R	KOG2564	Predictedacetyltransferasesandhydrolaseswiththealpha/betahydrolasefold
R	KOG2565	Predictedhydrolasesoracyltransferases(alpha/betahydrolasesuperfamily)
G	KOG2566	Beta-glucocerebrosidase
S	KOG2567	Uncharacterizedconservedprotein
S	KOG2568	Predictedmembraneprotein
T	KOG2569	Gprotein-coupledseventransmembranereceptor
BK	KOG2570	SWI/SNFtranscriptionactivationcomplexsubunit
M	KOG2571	Chitinsynthase/hyaluronansynthase(glycosyltransferases)
AJ	KOG2572	Ribosomebiogenesisprotein-Nop58p/Nop5p
AJ	KOG2573	Ribosomebiogenesisprotein-Nop56p/Sik1p
A	KOG2574	mRNAsplicingfactorPRP31
GE	KOG2575	Glucosyltransferase-Alg6p
K	KOG2576	Glucosyltransferase-Alg8p
K	KOG2577	TranscriptionfactorE2F/dimerizationpartner(TDP)
K	KOG2578	TranscriptionfactorE2F/dimerizationpartner(TDP)-likeproteins
R	KOG2579	Ficolinandrelatedextracellularproteins
U	KOG2580	MitochondrialimportinnermembranetranslocasesubunitTIM44
O	KOG2581	26SproteasomeregulatorycomplexsubunitRPN3/PSMD3
OT	KOG2582	COP9signalosomesubunitCSN3
C	KOG2583	UbiquinolcytochromecreductasesubunitQCR2
F	KOG2584	Dihydroorotaseandrelatedenzymes
S	KOG2585	Uncharacterizedconservedprotein
H	KOG2586	Pyridoxamine-phosphateoxidase
K	KOG2587	RNApolymeraseIII(C)subunit
K	KOG2588	PredictedDNA-bindingprotein
B	KOG2589	Histonetailmethylase
OJ	KOG2590	RNA-bindingproteinLARP/SRO9andrelatedLadomainproteins
T	KOG2591	c-MplbindingproteincontainsLadomain
S	KOG2592	Tumordifferentiallyexpressed(TDE)protein
K	KOG2593	TranscriptioninitiationfactorIIEalphasubunit
S	KOG2594	Uncharacterizedconservedprotein
T	KOG2595	PredictedGTPaseactivatorprotein
E	KOG2596	AminopeptidaseIzincmetalloprotease(M18)
R	KOG2597	PredictedaminopeptidaseoftheM17family
HK	KOG2598	Phosphomethylpyrimidinekinase
H	KOG2599	Pyridoxal/pyridoxine/pyridoxaminekinase
A	KOG2600	U3smallnucleolarribonucleoprotein(snoRNP)subunit-Mpp10p
P	KOG2601	Irontransporter
R	KOG2602	Predictedcellsurfaceproteinhomologoustobacterialoutermembraneproteins
O	KOG2603	Oligosaccharyltransferasegammasubunit
U	KOG2604	Subunitofcis-Golgitransportvesicletetheringcomplex-Sec34p
TO	KOG2605	OTU(ovariantumor)-likecysteineprotease
TO	KOG2606	OTU(ovariantumor)-likecysteineprotease
T	KOG2607	CDK5activator-bindingprotein
OU	KOG2608	Endoplasmicreticulummembrane-associatedoxidoreductininvolvedindisulfidebondformation
DA	KOG2609	CyclinD-interactingproteinGCIP
S	KOG2610	Uncharacterizedconservedprotein
S	KOG2611	Neurochondrin/leucine-richprotein(Neurochondrin)
S	KOG2612	Predictedintegralmembraneprotein
J	KOG2613	NMDproteinaffectingribosomestabilityandmRNAdecay
CR	KOG2614	Kynurenine3-monooxygenaseandrelatedflavoproteinmonooxygenases
R	KOG2615	Permeaseofthemajorfacilitatorsuperfamily
E	KOG2616	Pyridoxalphosphate-dependentenzyme/predictedthreoninesynthase
C	KOG2617	Citratesynthase
S	KOG2618	Uncharacterizedconservedprotein
GE	KOG2619	Fucosyltransferase
C	KOG2620	ProhibitinsandstomatinsofthePIDsuperfamily
C	KOG2621	ProhibitinsandstomatinsofthePIDsuperfamily
V	KOG2622	Putativemyrosinaseprecursor
J	KOG2623	Tyrosyl-tRNAsynthetase
I	KOG2624	Triglyceridelipase-cholesterolesterase
S	KOG2625	Uncharacterizedconservedprotein
BK	KOG2626	HistoneH3(Lys4)methyltransferasecomplexsubunitCPS60/ASH2/BRE2
R	KOG2627	NuclearproteinES2
O	KOG2628	Farnesylcysteine-carboxylmethyltransferase
MOU	KOG2629	Peroxisomalmembraneanchorprotein(peroxin)
E	KOG2630	Enolase-phosphataseE-1
G	KOG2631	ClassIIaldolase/adducinN-terminaldomainprotein
S	KOG2632	Rhomboidfamilyproteins
BK	KOG2633	HismacroandSEC14domain-containingproteins
A	KOG2634	InitiatortRNAphosphoribosyl-transferase
U	KOG2635	Mediumsubunitofclathrinadaptorcomplex
A	KOG2636	Splicingfactor3asubunit3
S	KOG2637	Uncharacterizedconservedprotein
G	KOG2638	UDP-glucosepyrophosphorylase
P	KOG2639	Sodiumsulfatesymporterandrelatedarsenitepermeases
S	KOG2640	Thioredoxin
T	KOG2641	Predictedseventransmembranereceptor-rhodopsinfamily
OKIT	KOG2642	Alpha-12glucosyltransferase/transcriptionalactivator
P	KOG2643	Ca2+bindingproteincontainsEF-handmotifs
EH	KOG2644	3'-phosphoadenosine5'-phosphosulfatesulfotransferase(PAPSreductase)/FADsynthetaseandrelatedenzymes
R	KOG2645	TypeIphosphodiesterase/nucleotidepyrophosphatase
J	KOG2646	RibosomalproteinS5
R	KOG2647	PredictedDolichyl-phosphate-mannose-proteinmannosyltransferase
J	KOG2648	Diphthamidebiosynthesisprotein
R	KOG2649	Zinccarboxypeptidase
S	KOG2650	Zinccarboxypeptidase
A	KOG2651	rRNAadenineN-6-methyltransferase
K	KOG2652	RNApolymeraseIItranscriptioninitiationfactorTlargechain
G	KOG2653	6-phosphogluconatedehydrogenase
S	KOG2654	Uncharacterizedconservedprotein
DZU	KOG2655	Septinfamilyprotein(P-loopGTPase)
BK	KOG2656	DNAmethyltransferase1-associatedprotein-1
TO	KOG2657	Transmembraneglycoproteinnicastrin
C	KOG2658	NADH:ubiquinoneoxidoreductaseNDUFV1/51kDasubunit
Z	KOG2659	LisHmotif-containingprotein
S	KOG2660	Locus-specificchromosomebindingproteins
O	KOG2661	PeptidasefamilyM48
P	KOG2662	Magnesiumtransporters:CorAfamily
E	KOG2663	Acetolactatesynthasesmallsubunit
K	KOG2664	SmallnuclearRNAactivatingproteincomplex-50kDsubunit(SNAP50)
S	KOG2665	PredictedFAD-dependentoxidoreductase
GT	KOG2666	UDP-glucose/GDP-mannosedehydrogenase
U	KOG2667	COPIIvesicleprotein
UZ	KOG2668	Flotillins
A	KOG2669	RegulatorofnuclearmRNA
G	KOG2670	Enolase
L	KOG2671	PutativeRNAmethylase
H	KOG2672	Lipoatesynthase
S	KOG2673	UncharacterizedconservedproteincontainsPSPdomain
ZU	KOG2674	Cysteineproteaserequiredforautophagy-Apg4p/Aut2p
ZT	KOG2675	Adenylatecyclase-associatedprotein(CAP/Srv2p)
S	KOG2676	Uncharacterizedconservedprotein
U	KOG2677	StonedBsynapticvesiclebiogenesisprotein
S	KOG2678	Predictedmembraneprotein
O	KOG2679	Purple(tartrate-resistant)acidphosphatase
K	KOG2680	DNAhelicaseTIP49TBP-interactingprotein
S	KOG2681	Metal-dependentphosphohydrolase
BK	KOG2682	NAD-dependenthistonedeacetylasesandclassIsirtuins(SIR2family)
BK	KOG2683	Sirtuin4andrelatedclassIIsirtuins(SIR2family)
BK	KOG2684	Sirtuin5andrelatedclassIIIsirtuins(SIR2family)
Z	KOG2685	CystoskeletalproteinTektin
M	KOG2686	Cholinekinase
D	KOG2687	SpindlepolebodyproteincontainsUNC-84domain
D	KOG2688	Transcription-associatedrecombinationprotein-Thp1p
O	KOG2689	Predictedubiquitinregulatoryprotein
S	KOG2690	UncharacterizedconservedproteincontainsBSDdomain
K	KOG2691	RNApolymeraseIIsubunit9
G	KOG2692	Sialyltransferase
P	KOG2693	Putativezinctransporter
P	KOG2694	Putativezinctransporter
R	KOG2695	WD40repeatprotein
B	KOG2696	Histoneacetyltransferasetypebcatalyticsubunit
E	KOG2697	Histidinoldehydrogenase
H	KOG2698	GTPcyclohydrolaseI
O	KOG2699	Predictedubiquitinregulatoryprotein
F	KOG2700	Adenylosuccinatelyase
S	KOG2701	Uncharacterizedconservedprotein
FH	KOG2702	Predictedpanthothenatekinase/uridinekinase-relatedprotein
R	KOG2703	C4-typeZn-fingerprotein
S	KOG2704	Predictedmembraneprotein
S	KOG2705	Predictedmembraneprotein
S	KOG2706	Predictedmembraneprotein
O	KOG2707	Predictedmetalloproteasewithchaperoneactivity(RNAseH/HSP70fold)
O	KOG2708	Predictedmetalloproteasewithchaperoneactivity(RNAseH/HSP70fold)
S	KOG2709	Uncharacterizedconservedprotein
TZ	KOG2710	RhoGTPase-activatingprotein
C	KOG2711	Glycerol-3-phosphatedehydrogenase/dihydroxyacetone3-phosphatereductase
K	KOG2712	Transcriptionalcoactivator
J	KOG2713	Mitochondrialtryptophanyl-tRNAsynthetase
R	KOG2714	SETAbindingproteinSB1andrelatedproteinscontainBTB/POZdomain
R	KOG2715	UncharacterizedconservedproteincontainsBTB/POZdomain
P	KOG2716	Polymerasedelta-interactingproteinPDIP1andrelacontainBTB/POZdomain
R	KOG2717	UncharacterizedconservedproteinwithsimilaritytoembryogenesisproteinHbeta58andVPS26
P	KOG2718	Na+-bileacidcotransporter
R	KOG2719	Metalloprotease
R	KOG2720	Predictedhydrolase(HITfamily)
S	KOG2721	Uncharacterizedconservedprotein
S	KOG2722	Predictedmembraneprotein
R	KOG2723	UncharacterizedconservedproteincontainsBTB/POZdomain
U	KOG2724	NuclearporecomplexcomponentNPAP60L/NUP50
O	KOG2725	CytochromeoxidaseassemblyfactorCOX15
J	KOG2726	Mitochondrialpolypeptidechainreleasefactor
U	KOG2727	Rab3GTPase-activatingproteinnon-catalyticsubunit
R	KOG2728	Uncharacterizedconservedproteinwithsimilaritytophosphopantothenoylcysteinesynthetase/decarboxylase
OUT	KOG2729	ERvesicleintegralmembraneproteininvolvedinessignalingandproteindegradation
R	KOG2730	Methylase
A	KOG2731	DNAalkylationdamagerepairprotein
L	KOG2732	DNApolymerasedeltaregulatorysubunit55
S	KOG2733	Uncharacterizedmembraneprotein
S	KOG2734	Uncharacterizedconservedprotein
I	KOG2735	Phosphatidylserinesynthase
T	KOG2736	Presenilin
R	KOG2737	Putativemetallopeptidase
O	KOG2738	Putativemethionineaminopeptidase
DR	KOG2739	Leucine-richacidicnuclearprotein
U	KOG2740	Clathrin-associatedproteinmediumchain
GQ	KOG2741	Dimericdihydrodioldehydrogenase
R	KOG2742	Predictedoxidoreductase
H	KOG2743	Cobalaminsynthesisprotein
K	KOG2744	DNA-bindingproteinsBright/BRCAA1/RBP1andrelatedproteinscontainingBRIGHTdomain
R	KOG2745	Mitochondrialcarrierprotein
K	KOG2746	HMG-boxtranscriptionfactorCapicuaandrelatedproteins
B	KOG2747	Histoneacetyltransferase(MYSTfamily)
B	KOG2748	Uncharacterizedconservedproteincontainschromodomain
A	KOG2749	mRNAcleavageandpolyadenylationfactorIA/IIcompsubunitCLP1
R	KOG2750	UncharacterizedconservedproteinsimilartoATP/GTP-bindingprotein
T	KOG2751	Beclin-likeprotein
R	KOG2752	UncharacterizedconservedproteincontainsN-recognin-typeZn-finger
R	KOG2753	UncharacterizedconservedproteincontainsPCIdomain
O	KOG2754	Oligosaccharyltransferasebetasubunit
R	KOG2755	Oxidoreductase
T	KOG2756	PredictedMg2+-dependentphosphodiesteraseTTRAP
G	KOG2757	Mannose-6-phosphateisomerase
